trip_id,start_time,end_time,headway_secs
12M_12M_A_4_42_0.38194,05:30:00,25:30:00,600
12M_12M_A_4_42_0.38889,05:30:00,25:30:00,600
12M_12M_A_4_42_0.39583,05:30:00,25:30:00,600
12M_12M_A_4_42_0.40278,05:30:00,25:30:00,600
12M_12M_A_4_42_0.40972,05:30:00,25:30:00,600
12M_12M_A_4_42_0.41667,05:30:00,25:30:00,600
12M_12M_A_4_42_0.42361,05:30:00,25:30:00,600
12M_12M_A_4_42_0.43056,05:30:00,25:30:00,600
12M_12M_A_4_42_0.43750,05:30:00,25:30:00,600
12M_12M_A_4_42_0.44444,05:30:00,25:30:00,600
12M_12M_A_4_42_0.45139,05:30:00,25:30:00,600
12M_12M_A_4_42_0.45833,05:30:00,25:30:00,600
12M_12M_A_4_42_0.46528,05:30:00,25:30:00,600
12M_12M_A_4_42_0.47222,05:30:00,25:30:00,600
12M_12M_A_4_42_0.47917,05:30:00,25:30:00,600
12M_12M_A_4_42_0.48611,05:30:00,25:30:00,600
12M_12M_A_4_42_0.49306,05:30:00,25:30:00,600
12M_12M_A_4_42_0.50000,05:30:00,25:30:00,600
12M_12M_A_4_42_0.50694,05:30:00,25:30:00,600
12M_12M_A_4_42_0.51389,05:30:00,25:30:00,600
12M_12M_A_4_42_0.52083,05:30:00,25:30:00,600
12M_12M_A_4_42_0.52778,05:30:00,25:30:00,600
12M_12M_A_4_42_0.53472,05:30:00,25:30:00,600
12M_12M_A_4_42_0.54167,05:30:00,25:30:00,600
12M_12M_A_4_42_0.54861,05:30:00,25:30:00,600
12M_12M_A_4_42_0.55556,05:30:00,25:30:00,600
12M_12M_A_4_42_0.56250,05:30:00,25:30:00,600
12M_12M_A_4_42_0.56944,05:30:00,25:30:00,600
12M_12M_A_4_42_0.57639,05:30:00,25:30:00,600
12M_12M_A_4_42_0.58333,05:30:00,25:30:00,600
12M_12M_A_4_42_0.59028,05:30:00,25:30:00,600
12M_12M_A_4_42_0.59722,05:30:00,25:30:00,600
12M_12M_A_4_42_0.60417,05:30:00,25:30:00,600
12M_12M_A_4_42_0.61111,05:30:00,25:30:00,600
12M_12M_A_4_42_0.61806,05:30:00,25:30:00,600
12M_12M_A_4_42_0.62500,05:30:00,25:30:00,600
12M_12M_A_4_42_0.63194,05:30:00,25:30:00,600
12M_12M_A_4_42_0.63889,05:30:00,25:30:00,600
12M_12M_A_4_42_0.64583,05:30:00,25:30:00,600
12M_12M_A_4_42_0.65278,05:30:00,25:30:00,600
12M_12M_A_4_42_0.65972,05:30:00,25:30:00,600
12M_12M_A_4_42_0.66667,05:30:00,25:30:00,600
12M_12M_A_4_42_0.67361,05:30:00,25:30:00,600
12M_12M_A_4_42_0.68056,05:30:00,25:30:00,600
12M_12M_A_4_42_0.68750,05:30:00,25:30:00,600
12M_12M_A_4_42_0.69444,05:30:00,25:30:00,600
12M_12M_A_4_42_0.70139,05:30:00,25:30:00,600
12M_12M_A_4_42_0.70833,05:30:00,25:30:00,600
12M_12M_A_4_42_0.71528,05:30:00,25:30:00,600
12M_12M_A_4_42_0.72222,05:30:00,25:30:00,600
12M_12M_A_4_42_0.72917,05:30:00,25:30:00,600
12M_12M_A_4_42_0.73611,05:30:00,25:30:00,600
12M_12M_A_4_42_0.74306,05:30:00,25:30:00,600
12M_12M_A_4_42_0.75000,05:30:00,25:30:00,600
12M_12M_A_4_42_0.75694,05:30:00,25:30:00,600
12M_12M_A_4_42_0.76389,05:30:00,25:30:00,600
12M_12M_A_4_42_0.77083,05:30:00,25:30:00,600
12M_12M_A_4_42_0.77778,05:30:00,25:30:00,600
12M_12M_A_4_42_0.78472,05:30:00,25:30:00,600
12M_12M_A_4_42_0.79167,05:30:00,25:30:00,600
12M_12M_A_4_42_0.79861,05:30:00,25:30:00,600
12M_12M_A_4_42_0.80556,05:30:00,25:30:00,600
12M_12M_A_4_42_0.81250,05:30:00,25:30:00,600
12M_12M_A_4_42_0.81944,05:30:00,25:30:00,600
12M_12M_A_4_42_0.82639,05:30:00,25:30:00,600
12M_12M_A_4_42_0.83333,05:30:00,25:30:00,600
12M_12M_A_4_42_0.84028,05:30:00,25:30:00,600
12M_12M_A_4_42_0.84722,05:30:00,25:30:00,600
12M_12M_A_4_42_0.85417,05:30:00,25:30:00,600
12M_12M_A_4_42_0.86111,05:30:00,25:30:00,600
12M_12M_A_4_42_0.86806,05:30:00,25:30:00,600
12M_12M_A_4_42_0.87500,05:30:00,25:30:00,600
12M_12M_A_4_42_0.88194,05:30:00,25:30:00,600
12M_12M_A_4_42_0.88889,05:30:00,25:30:00,600
12M_12M_A_4_42_0.89583,05:30:00,25:30:00,600
12M_12M_A_4_42_0.90278,05:30:00,25:30:00,600
12M_12M_A_4_42_0.90972,05:30:00,25:30:00,600
12M_12M_A_4_42_0.91667,05:30:00,25:30:00,600
12M_12M_A_4_42_0.92361,05:30:00,25:30:00,600
12M_12M_A_4_42_0.93056,05:30:00,25:30:00,600
12M_12M_A_4_42_0.93750,05:30:00,25:30:00,600
12M_12M_A_4_42_0.94444,05:30:00,25:30:00,600
12M_12M_A_4_42_0.95139,05:30:00,25:30:00,600
12M_12M_A_4_42_0.95833,05:30:00,25:30:00,600
12M_12M_A_4_42_0.96528,05:30:00,25:30:00,600
12M_12M_A_4_42_0.97222,05:30:00,25:30:00,600
12M_12M_A_4_42_0.97917,05:30:00,25:30:00,600
12M_12M_A_4_42_0.98611,05:30:00,25:30:00,600
12M_12M_A_4_42_0.99306,05:30:00,25:30:00,600
12M_12M_A_4_42_1.00000,05:30:00,25:30:00,600
12M_12M_A_4_42_1.00694,05:30:00,25:30:00,600
12M_12M_A_4_42_1.01389,05:30:00,25:30:00,600
12M_12M_A_4_42_1.02083,05:30:00,25:30:00,600
12M_12M_A_4_42_1.02778,05:30:00,25:30:00,600
12M_12M_A_4_42_1.03472,05:30:00,25:30:00,600
12M_12M_A_4_42_1.04167,05:30:00,25:30:00,600
12M_12M_A_4_42_1.04861,05:30:00,25:30:00,600
12M_12M_A_4_42_1.05556,05:30:00,25:30:00,600
12M_12M_A_4_42_1.06250,05:30:00,25:30:00,600
12M_12M_A_4_42_1.06944,05:30:00,25:30:00,600
12M_12M_A_5_1_0.22917,05:30:00,08:04:00,660
12M_12M_A_5_2_0.91875,22:03:00,24:15:00,660
12M_12M_A_5_3_0.95694,22:03:00,24:15:00,660
12M_12M_A_5_4_0.99514,22:03:00,24:15:00,660
12M_12M_A_5_3_0.92639,22:03:00,24:15:00,660
12M_12M_A_5_4_0.96458,22:03:00,24:15:00,660
12M_12M_A_5_5_1.00278,22:03:00,24:15:00,660
12M_12M_A_5_4_0.93403,22:03:00,24:15:00,660
12M_12M_A_5_5_0.97222,22:03:00,24:15:00,660
12M_12M_A_5_2_1.01042,22:03:00,24:15:00,660
12M_12M_A_5_5_0.94167,22:03:00,24:15:00,660
12M_12M_A_5_2_0.97986,22:03:00,24:15:00,660
12M_12M_A_5_2_0.94931,22:03:00,24:15:00,660
12M_12M_A_5_3_0.98750,22:03:00,24:15:00,660
12M_12M_I_1_1_0.22917,05:30:00,07:25:30,630
12M_12M_I_1_3_0.95833,22:29:00,24:03:30,630
12M_12M_I_1_5_0.99514,23:00:30,24:35:00,630
12M_12M_I_1_10_0.96597,23:00:30,24:35:00,630
12M_12M_I_1_11_1.00208,22:29:00,24:03:30,630
12M_12M_I_1_11_0.97292,23:00:30,24:35:00,630
12M_12M_I_1_1_1.00972,22:29:00,24:03:30,630
12M_12M_I_1_11_0.93889,22:29:00,24:03:30,630
12M_12M_I_1_1_0.98056,23:00:30,24:35:00,630
12M_12M_I_1_3_1.01667,22:29:00,24:03:30,630
12M_12M_I_1_1_0.94514,22:29:00,24:03:30,630
12M_12M_I_1_3_0.98750,23:00:30,24:35:00,630
12M_12M_I_1_5_1.02431,22:29:00,24:03:30,630
12M_12M_I_1_8_0.62500,15:00:00,18:23:00,420
12M_12M_I_1_2_0.95208,22:29:00,24:03:30,630
12M_12M_I_1_5_0.96597,22:29:00,24:03:30,630
12M_12M_I_1_6_1.00208,23:00:30,24:35:00,630
12M_12M_I_1_6_0.97292,22:29:00,24:03:30,630
12M_12M_I_1_8_1.01042,23:00:30,24:35:00,630
12M_12M_I_1_8_0.98056,22:29:00,24:03:30,630
12M_12M_I_1_9_1.01806,23:00:30,24:35:00,630
12M_12M_I_1_9_0.98750,22:29:00,24:03:30,630
12M_12M_I_1_10_1.02639,23:00:30,24:35:00,630
12M_12M_I_1_7_0.22917,05:30:00,08:07:30,630
12M_12M_I_1_10_0.99514,22:29:00,24:03:30,630
12M_12M_I_2_6_0.74306,17:50:00,19:32:40,440
12M_12M_I_2_12_0.22500,05:24:00,06:35:10,610
12M_12M_I_2_1_0.57639,13:50:00,13:57:40,460
12M_12M_I_2_7_1.00694,23:58:55,24:21:15,670
12M_12M_I_2_9_1.01458,23:58:55,24:21:15,670
12M_12M_I_2_10_1.02292,23:58:55,24:21:15,670
12M_12M_I_2_6_0.22917,05:30:00,06:03:30,670
12M_12M_I_2_13_0.99931,23:49:20,24:30:00,610
12M_12M_I_2_14_1.00625,23:49:20,24:30:00,610
12M_12M_I_2_15_1.01319,23:49:20,24:30:00,610
12M_12M_I_2_2_1.02083,23:49:20,24:30:00,610
12M_12M_I_2_15_0.35556,08:32:00,08:41:05,545
12M_12M_I_4_41_0.22917,05:30:00,25:30:00,600
12M_12M_I_4_41_0.23611,05:30:00,25:30:00,600
12M_12M_I_4_41_0.24306,05:30:00,25:30:00,600
12M_12M_I_4_41_0.25000,05:30:00,25:30:00,600
12M_12M_I_4_41_0.25694,05:30:00,25:30:00,600
12M_12M_I_4_41_0.26389,05:30:00,25:30:00,600
12M_12M_I_4_41_0.27083,05:30:00,25:30:00,600
12M_12M_I_4_41_0.27778,05:30:00,25:30:00,600
12M_12M_I_4_41_0.28472,05:30:00,25:30:00,600
12M_12M_I_4_41_0.29167,05:30:00,25:30:00,600
12M_12M_I_4_41_0.29861,05:30:00,25:30:00,600
12M_12M_I_4_41_0.30556,05:30:00,25:30:00,600
12M_12M_I_4_41_0.31250,05:30:00,25:30:00,600
12M_12M_I_4_41_0.31944,05:30:00,25:30:00,600
12M_12M_I_4_41_0.32639,05:30:00,25:30:00,600
12M_12M_I_4_41_0.33333,05:30:00,25:30:00,600
12M_12M_I_4_41_0.34028,05:30:00,25:30:00,600
12M_12M_I_4_41_0.34722,05:30:00,25:30:00,600
12M_12M_I_4_41_0.35417,05:30:00,25:30:00,600
12M_12M_I_4_41_0.36111,05:30:00,25:30:00,600
12M_12M_I_4_41_0.36806,05:30:00,25:30:00,600
12M_12M_I_4_41_0.37500,05:30:00,25:30:00,600
12M_12M_I_4_41_0.38194,05:30:00,25:30:00,600
12M_12M_I_4_41_0.38889,05:30:00,25:30:00,600
12M_12M_I_4_41_0.39583,05:30:00,25:30:00,600
12M_12M_I_4_41_0.40278,05:30:00,25:30:00,600
12M_12M_I_4_41_0.40972,05:30:00,25:30:00,600
12M_12M_I_4_41_0.41667,05:30:00,25:30:00,600
12M_12M_I_4_41_0.42361,05:30:00,25:30:00,600
12M_12M_I_4_41_0.43056,05:30:00,25:30:00,600
12M_12M_I_4_41_0.43750,05:30:00,25:30:00,600
12M_12M_I_4_41_0.44444,05:30:00,25:30:00,600
12M_12M_I_4_41_0.45139,05:30:00,25:30:00,600
12M_12M_I_4_41_0.45833,05:30:00,25:30:00,600
12M_12M_I_4_41_0.46528,05:30:00,25:30:00,600
12M_12M_I_4_41_0.47222,05:30:00,25:30:00,600
12M_12M_I_4_41_0.47917,05:30:00,25:30:00,600
12M_12M_I_4_41_0.48611,05:30:00,25:30:00,600
12M_12M_I_4_41_0.49306,05:30:00,25:30:00,600
12M_12M_I_4_41_0.50000,05:30:00,25:30:00,600
12M_12M_I_4_41_0.50694,05:30:00,25:30:00,600
12M_12M_I_4_41_0.51389,05:30:00,25:30:00,600
12M_12M_I_4_41_0.52083,05:30:00,25:30:00,600
12M_12M_I_4_41_0.52778,05:30:00,25:30:00,600
12M_12M_I_4_41_0.53472,05:30:00,25:30:00,600
12M_12M_I_4_41_0.54167,05:30:00,25:30:00,600
12M_12M_I_4_41_0.54861,05:30:00,25:30:00,600
12M_12M_I_4_41_0.55556,05:30:00,25:30:00,600
12M_12M_I_4_41_0.56250,05:30:00,25:30:00,600
12M_12M_I_4_41_0.56944,05:30:00,25:30:00,600
12M_12M_I_4_41_0.57639,05:30:00,25:30:00,600
12M_12M_I_4_41_0.58333,05:30:00,25:30:00,600
12M_12M_I_4_41_0.59028,05:30:00,25:30:00,600
12M_12M_I_4_41_0.59722,05:30:00,25:30:00,600
12M_12M_I_4_41_0.60417,05:30:00,25:30:00,600
12M_12M_I_4_41_0.61111,05:30:00,25:30:00,600
12M_12M_I_4_41_0.61806,05:30:00,25:30:00,600
12M_12M_I_4_41_0.62500,05:30:00,25:30:00,600
12M_12M_I_4_41_0.63194,05:30:00,25:30:00,600
12M_12M_I_4_41_0.63889,05:30:00,25:30:00,600
12M_12M_I_4_41_0.64583,05:30:00,25:30:00,600
12M_12M_I_4_41_0.65278,05:30:00,25:30:00,600
12M_12M_I_4_41_0.65972,05:30:00,25:30:00,600
12M_12M_I_4_41_0.66667,05:30:00,25:30:00,600
12M_12M_I_4_41_0.67361,05:30:00,25:30:00,600
12M_12M_I_4_41_0.68056,05:30:00,25:30:00,600
12M_12M_I_4_41_0.68750,05:30:00,25:30:00,600
12M_12M_I_4_41_0.69444,05:30:00,25:30:00,600
12M_12M_I_4_41_0.70139,05:30:00,25:30:00,600
12M_12M_I_4_41_0.70833,05:30:00,25:30:00,600
12M_12M_I_4_41_0.71528,05:30:00,25:30:00,600
12M_12M_I_4_41_0.72222,05:30:00,25:30:00,600
12M_12M_I_4_41_0.72917,05:30:00,25:30:00,600
12M_12M_I_4_41_0.73611,05:30:00,25:30:00,600
12M_12M_I_4_41_0.74306,05:30:00,25:30:00,600
12M_12M_I_4_41_0.75000,05:30:00,25:30:00,600
12M_12M_I_4_41_0.75694,05:30:00,25:30:00,600
12M_12M_I_4_41_0.76389,05:30:00,25:30:00,600
12M_12M_I_4_41_0.77083,05:30:00,25:30:00,600
12M_12M_I_4_41_0.77778,05:30:00,25:30:00,600
12M_12M_I_4_41_0.78472,05:30:00,25:30:00,600
12M_12M_I_4_41_0.79167,05:30:00,25:30:00,600
12M_12M_I_4_41_0.79861,05:30:00,25:30:00,600
12M_12M_I_4_41_0.80556,05:30:00,25:30:00,600
12M_12M_I_4_41_0.81250,05:30:00,25:30:00,600
12M_12M_I_4_41_0.81944,05:30:00,25:30:00,600
12M_12M_I_4_41_0.82639,05:30:00,25:30:00,600
12M_12M_I_4_41_0.83333,05:30:00,25:30:00,600
12M_12M_I_4_41_0.84028,05:30:00,25:30:00,600
12M_12M_I_4_41_0.84722,05:30:00,25:30:00,600
12M_12M_I_4_41_0.85417,05:30:00,25:30:00,600
12M_12M_I_4_41_0.86111,05:30:00,25:30:00,600
12M_12M_I_4_41_0.86806,05:30:00,25:30:00,600
12M_12M_I_4_41_0.87500,05:30:00,25:30:00,600
12M_12M_I_4_41_0.88194,05:30:00,25:30:00,600
12M_12M_I_4_41_0.88889,05:30:00,25:30:00,600
12M_12M_I_4_41_0.89583,05:30:00,25:30:00,600
12M_12M_I_4_41_0.90278,05:30:00,25:30:00,600
12M_12M_I_4_41_0.90972,05:30:00,25:30:00,600
12M_12M_I_4_41_0.91667,05:30:00,25:30:00,600
12M_12M_I_4_41_0.92361,05:30:00,25:30:00,600
12M_12M_I_4_41_0.93056,05:30:00,25:30:00,600
12M_12M_I_4_41_0.93750,05:30:00,25:30:00,600
12M_12M_I_4_41_0.94444,05:30:00,25:30:00,600
12M_12M_I_4_41_0.95139,05:30:00,25:30:00,600
12M_12M_I_4_41_0.95833,05:30:00,25:30:00,600
12M_12M_I_4_41_0.96528,05:30:00,25:30:00,600
12M_12M_I_4_41_0.97222,05:30:00,25:30:00,600
12M_12M_I_4_41_0.97917,05:30:00,25:30:00,600
12M_12M_I_4_41_0.98611,05:30:00,25:30:00,600
12M_12M_I_4_41_0.99306,05:30:00,25:30:00,600
12M_12M_I_4_41_1.00000,05:30:00,25:30:00,600
12M_12M_I_4_41_1.00694,05:30:00,25:30:00,600
12M_12M_I_4_41_1.01389,05:30:00,25:30:00,600
12M_12M_I_4_41_1.02083,05:30:00,25:30:00,600
12M_12M_I_4_41_1.02778,05:30:00,25:30:00,600
12M_12M_I_4_41_1.03472,05:30:00,25:30:00,600
12M_12M_I_4_41_1.04167,05:30:00,25:30:00,600
12M_12M_I_4_41_1.04861,05:30:00,25:30:00,600
12M_12M_I_4_42_0.22917,05:30:00,25:30:00,600
12M_12M_I_4_42_0.23611,05:30:00,25:30:00,600
12M_12M_I_4_42_0.24306,05:30:00,25:30:00,600
12M_12M_I_4_42_0.25000,05:30:00,25:30:00,600
12M_12M_I_4_42_0.25694,05:30:00,25:30:00,600
12M_12M_I_4_42_0.26389,05:30:00,25:30:00,600
12M_12M_I_4_42_0.27083,05:30:00,25:30:00,600
12M_12M_I_4_42_0.27778,05:30:00,25:30:00,600
12M_12M_I_4_42_0.28472,05:30:00,25:30:00,600
12M_12M_I_4_42_0.29167,05:30:00,25:30:00,600
12M_12M_I_4_42_0.29861,05:30:00,25:30:00,600
12M_12M_I_4_42_0.30556,05:30:00,25:30:00,600
12M_12M_I_4_42_0.31250,05:30:00,25:30:00,600
12M_12M_I_4_42_0.31944,05:30:00,25:30:00,600
12M_12M_I_4_42_0.32639,05:30:00,25:30:00,600
12M_12M_I_4_42_0.33333,05:30:00,25:30:00,600
12M_12M_I_4_42_0.34028,05:30:00,25:30:00,600
12M_12M_I_4_42_0.34722,05:30:00,25:30:00,600
12M_12M_I_4_42_0.35417,05:30:00,25:30:00,600
12M_12M_I_4_42_0.36111,05:30:00,25:30:00,600
12M_12M_I_4_42_0.36806,05:30:00,25:30:00,600
12M_12M_I_4_42_0.37500,05:30:00,25:30:00,600
12M_12M_I_4_42_0.38194,05:30:00,25:30:00,600
12M_12M_I_4_42_0.38889,05:30:00,25:30:00,600
12M_12M_I_4_42_0.39583,05:30:00,25:30:00,600
12M_12M_I_4_42_0.40278,05:30:00,25:30:00,600
12M_12M_I_4_42_0.40972,05:30:00,25:30:00,600
12M_12M_I_4_42_0.41667,05:30:00,25:30:00,600
12M_12M_I_4_42_0.42361,05:30:00,25:30:00,600
12M_12M_I_4_42_0.43056,05:30:00,25:30:00,600
12M_12M_I_4_42_0.43750,05:30:00,25:30:00,600
12M_12M_I_4_42_0.44444,05:30:00,25:30:00,600
12M_12M_I_4_42_0.45139,05:30:00,25:30:00,600
12M_12M_I_4_42_0.45833,05:30:00,25:30:00,600
12M_12M_I_4_42_0.46528,05:30:00,25:30:00,600
12M_12M_I_4_42_0.47222,05:30:00,25:30:00,600
12M_12M_I_4_42_0.47917,05:30:00,25:30:00,600
12M_12M_I_4_42_0.48611,05:30:00,25:30:00,600
12M_12M_I_4_42_0.49306,05:30:00,25:30:00,600
12M_12M_I_4_42_0.50000,05:30:00,25:30:00,600
12M_12M_I_4_42_0.50694,05:30:00,25:30:00,600
12M_12M_I_4_42_0.51389,05:30:00,25:30:00,600
12M_12M_I_4_42_0.52083,05:30:00,25:30:00,600
12M_12M_I_4_42_0.52778,05:30:00,25:30:00,600
12M_12M_I_4_42_0.53472,05:30:00,25:30:00,600
12M_12M_I_4_42_0.54167,05:30:00,25:30:00,600
12M_12M_I_4_42_0.54861,05:30:00,25:30:00,600
12M_12M_I_4_42_0.55556,05:30:00,25:30:00,600
12M_12M_I_4_42_0.56250,05:30:00,25:30:00,600
12M_12M_I_4_42_0.56944,05:30:00,25:30:00,600
12M_12M_I_4_42_0.57639,05:30:00,25:30:00,600
12M_12M_I_4_42_0.58333,05:30:00,25:30:00,600
12M_12M_I_4_42_0.59028,05:30:00,25:30:00,600
12M_12M_I_4_42_0.59722,05:30:00,25:30:00,600
12M_12M_I_4_42_0.60417,05:30:00,25:30:00,600
12M_12M_I_4_42_0.61111,05:30:00,25:30:00,600
12M_12M_I_4_42_0.61806,05:30:00,25:30:00,600
12M_12M_I_4_42_0.62500,05:30:00,25:30:00,600
12M_12M_I_4_42_0.63194,05:30:00,25:30:00,600
12M_12M_I_4_42_0.63889,05:30:00,25:30:00,600
12M_12M_I_4_42_0.64583,05:30:00,25:30:00,600
12M_12M_I_4_42_0.65278,05:30:00,25:30:00,600
12M_12M_I_4_42_0.65972,05:30:00,25:30:00,600
12M_12M_I_4_42_0.66667,05:30:00,25:30:00,600
12M_12M_I_4_42_0.67361,05:30:00,25:30:00,600
12M_12M_I_4_42_0.68056,05:30:00,25:30:00,600
12M_12M_I_4_42_0.68750,05:30:00,25:30:00,600
12M_12M_I_4_42_0.69444,05:30:00,25:30:00,600
12M_12M_I_4_42_0.70139,05:30:00,25:30:00,600
12M_12M_I_4_42_0.70833,05:30:00,25:30:00,600
12M_12M_I_4_42_0.71528,05:30:00,25:30:00,600
12M_12M_I_4_42_0.72222,05:30:00,25:30:00,600
12M_12M_I_4_42_0.72917,05:30:00,25:30:00,600
12M_12M_I_4_42_0.73611,05:30:00,25:30:00,600
12M_12M_I_4_42_0.74306,05:30:00,25:30:00,600
12M_12M_I_4_42_0.75000,05:30:00,25:30:00,600
12M_12M_I_4_42_0.75694,05:30:00,25:30:00,600
12M_12M_I_4_42_0.76389,05:30:00,25:30:00,600
12M_12M_I_4_42_0.77083,05:30:00,25:30:00,600
12M_12M_I_4_42_0.77778,05:30:00,25:30:00,600
12M_12M_I_4_42_0.78472,05:30:00,25:30:00,600
12M_12M_I_4_42_0.79167,05:30:00,25:30:00,600
12M_12M_I_4_42_0.79861,05:30:00,25:30:00,600
12M_12M_I_4_42_0.80556,05:30:00,25:30:00,600
12M_12M_I_4_42_0.81250,05:30:00,25:30:00,600
12M_12M_I_4_42_0.81944,05:30:00,25:30:00,600
12M_12M_I_4_42_0.82639,05:30:00,25:30:00,600
12M_12M_I_4_42_0.83333,05:30:00,25:30:00,600
12M_12M_I_4_42_0.84028,05:30:00,25:30:00,600
12M_12M_I_4_42_0.84722,05:30:00,25:30:00,600
12M_12M_I_4_42_0.85417,05:30:00,25:30:00,600
12M_12M_I_4_42_0.86111,05:30:00,25:30:00,600
12M_12M_I_4_42_0.86806,05:30:00,25:30:00,600
12M_12M_I_4_42_0.87500,05:30:00,25:30:00,600
12M_12M_I_4_42_0.88194,05:30:00,25:30:00,600
12M_12M_I_4_42_0.88889,05:30:00,25:30:00,600
12M_12M_I_4_42_0.89583,05:30:00,25:30:00,600
12M_12M_I_4_42_0.90278,05:30:00,25:30:00,600
12M_12M_I_4_42_0.90972,05:30:00,25:30:00,600
12M_12M_I_4_42_0.91667,05:30:00,25:30:00,600
12M_12M_I_4_42_0.92361,05:30:00,25:30:00,600
12M_12M_I_4_42_0.93056,05:30:00,25:30:00,600
12M_12M_I_4_42_0.93750,05:30:00,25:30:00,600
12M_12M_I_4_42_0.94444,05:30:00,25:30:00,600
12M_12M_I_4_42_0.95139,05:30:00,25:30:00,600
12M_12M_I_4_42_0.95833,05:30:00,25:30:00,600
12M_12M_I_4_42_0.96528,05:30:00,25:30:00,600
12M_12M_I_4_42_0.97222,05:30:00,25:30:00,600
12M_12M_I_4_42_0.97917,05:30:00,25:30:00,600
12M_12M_I_4_42_0.98611,05:30:00,25:30:00,600
12M_12M_I_4_42_0.99306,05:30:00,25:30:00,600
12M_12M_I_4_42_1.00000,05:30:00,25:30:00,600
12M_12M_I_4_42_1.00694,05:30:00,25:30:00,600
12M_12M_I_4_42_1.01389,05:30:00,25:30:00,600
12M_12M_I_4_42_1.02083,05:30:00,25:30:00,600
12M_12M_I_4_42_1.02778,05:30:00,25:30:00,600
12M_12M_I_4_42_1.03472,05:30:00,25:30:00,600
12M_12M_I_4_42_1.04167,05:30:00,25:30:00,600
12M_12M_I_5_1_0.22917,05:30:00,08:04:00,660
12M_12M_I_5_2_0.91875,22:03:00,24:15:00,660
12M_12M_I_5_3_0.95694,22:03:00,24:15:00,660
12M_12M_I_5_4_0.99514,22:03:00,24:15:00,660
12M_12M_I_5_3_0.92639,22:03:00,24:15:00,660
12M_12M_I_5_4_0.96458,22:03:00,24:15:00,660
12M_12M_I_5_5_1.00278,22:03:00,24:15:00,660
12M_12M_I_5_4_0.93403,22:03:00,24:15:00,660
12M_12M_I_5_5_0.97222,22:03:00,24:15:00,660
12M_12M_I_5_2_1.01042,22:03:00,24:15:00,660
12M_12M_I_5_5_0.94167,22:03:00,24:15:00,660
12M_12M_I_5_2_0.97986,22:03:00,24:15:00,660
12M_12M_I_5_2_0.94931,22:03:00,24:15:00,660
12M_12M_I_5_3_0.98750,22:03:00,24:15:00,660
12M_12M_F2_1_1_0.22917,05:30:00,06:07:20,560
12M_12M_F2_1_8_0.22917,05:30:00,06:07:20,560
12M_12M_F2_1_11_0.94722,20:47:50,24:07:50,500
12M_12M_F2_1_7_0.87222,20:47:50,24:07:50,500
12M_12M_F2_1_13_0.95278,20:47:50,24:07:50,500
12M_12M_F2_1_9_0.87778,20:47:50,24:07:50,500
12M_12M_F2_1_14_0.95903,20:47:50,24:07:50,500
12M_12M_F2_1_3_0.99931,23:51:35,24:19:20,555
12M_12M_F2_1_10_0.88333,20:47:50,24:07:50,500
12M_12M_F2_1_2_0.96458,20:47:50,24:07:50,500
12M_12M_F2_1_4_1.00486,23:51:35,24:19:20,555
12M_12M_F2_1_11_0.88958,20:47:50,24:07:50,500
12M_12M_F2_1_3_0.97014,20:47:50,24:07:50,500
12M_12M_F2_1_6_1.01111,23:51:35,24:19:20,555
12M_12M_F2_1_13_0.89514,20:47:50,24:07:50,500
12M_12M_F2_1_4_0.97639,20:47:50,24:07:50,500
12M_12M_F2_1_7_1.01736,23:51:35,24:19:20,555
12M_12M_F2_1_14_0.90069,20:47:50,24:07:50,500
12M_12M_F2_1_6_0.98194,20:47:50,24:07:50,500
12M_12M_F2_1_9_1.02431,23:51:35,24:19:20,555
12M_12M_F2_1_2_0.90694,20:47:50,24:07:50,500
12M_12M_F2_1_7_0.98750,20:47:50,24:07:50,500
12M_12M_F2_1_3_0.91250,20:47:50,24:07:50,500
12M_12M_F2_1_9_0.99375,20:47:50,24:07:50,500
12M_12M_F2_1_4_0.91806,20:47:50,24:07:50,500
12M_12M_F2_1_10_1.00000,20:47:50,24:07:50,500
12M_12M_F2_1_6_0.92431,20:47:50,24:07:50,500
12M_12M_F2_1_11_1.00694,20:47:50,24:07:50,500
12M_12M_F2_1_7_0.92986,20:47:50,24:07:50,500
12M_12M_F2_1_13_1.01319,20:47:50,24:07:50,500
12M_12M_F2_1_9_0.93542,20:47:50,24:07:50,500
12M_12M_F2_1_14_1.01944,20:47:50,24:07:50,500
12M_12M_F2_1_10_0.94167,20:47:50,24:07:50,500
12M_12M_F2_1_2_1.02639,20:47:50,24:07:50,500
12M_12M_F2_2_17_0.96458,22:48:50,24:00:00,610
12M_12M_F2_2_18_1.00625,23:39:40,24:09:40,600
12M_12M_F2_2_14_0.22500,05:24:00,05:41:40,530
12M_12M_F2_2_18_0.97153,22:48:50,24:00:00,610
12M_12M_F2_2_1_1.01319,23:39:40,24:09:40,600
12M_12M_F2_2_1_0.97847,22:48:50,24:00:00,610
12M_12M_F2_2_2_1.02083,23:39:40,24:09:40,600
12M_12M_F2_2_2_0.98542,22:48:50,24:00:00,610
12M_12M_F2_2_4_0.99236,22:48:50,24:00:00,610
12M_12M_F2_2_6_1.00000,22:48:50,24:00:00,610
12M_12M_F2_2_12_1.02292,22:48:50,24:00:00,610
12M_12M_F2_2_8_1.00694,22:48:50,24:00:00,610
12M_12M_F2_2_10_1.01458,22:48:50,24:00:00,610
